title,studio,year,genre_ids,id,original_language,original_title,popularity,release_date,vote_average,vote_count,movie_id,primary_title,start_year,runtime_minutes,genres
The Last Man on the Moon,Grav.,2016,"[99, 36]",276537,en,The Last Man on the Moon,2.196,2016-02-26,6.6,38,tt3219604,The Last Man on the Moon,2014,95.0,"Adventure,Biography,Documentary"
The Treasure,SDS,2016,[35],334924,ro,Comoara,2.783,2015-10-08,6.6,31,tt4515684,The Treasure,2015,89.0,Comedy
The Treasure,SDS,2016,[35],334924,ro,Comoara,2.783,2015-10-08,6.6,31,tt4515684,The Treasure,2015,89.0,Comedy
Fatima,KL,2016,[99],487245,en,Fatima,0.6,2017-09-08,10.0,1,tt4466544,Fatima,2015,79.0,"Drama,Family"
Fatima,KL,2016,[99],487245,en,Fatima,0.6,2017-09-08,10.0,1,tt7972082,Fatima,2017,65.0,Documentary
We Are X,Drft.,2016,"[10402, 99]",376391,en,We Are X,1.535,2016-10-21,8.3,8,tt4835086,We Are X,2016,93.0,"Documentary,Music"
Closet Monster,Strand,2016,[18],353728,en,Closet Monster,6.547,2016-09-23,7.2,163,tt3638396,Closet Monster,2015,90.0,"Drama,Fantasy,Mystery"
Closet Monster,Strand,2016,[18],353728,en,Closet Monster,6.547,2016-09-23,7.2,163,tt3638396,Closet Monster,2015,90.0,"Drama,Fantasy,Mystery"
Troublemakers: The Story of Land Art,FRun,2016,[99],356329,en,Troublemakers: The Story of Land Art,0.6,2015-10-01,3.5,2,tt4096620,Troublemakers: The Story of Land Art,2015,72.0,"Biography,Documentary,History"
Songs My Brothers Taught Me,KL,2016,[18],308640,en,Songs My Brothers Taught Me,2.152,2015-01-27,6.9,16,tt3566788,Songs My Brothers Taught Me,2015,98.0,Drama
Mr. Right,FCW,2016,"[35, 80, 18]",466154,en,Mr. Right,0.6,2013-07-12,6.0,1,tt2091935,Mr. Right,2015,95.0,"Action,Comedy,Romance"
Mr. Right,FCW,2016,"[35, 80, 18]",466154,en,Mr. Right,0.6,2013-07-12,6.0,1,tt3812348,Mr. Right,2015,79.0,Comedy
Mr. Right,FCW,2016,"[35, 10749]",345664,en,Mr. Right,2.159,2015-07-28,3.4,5,tt2091935,Mr. Right,2015,95.0,"Action,Comedy,Romance"
Mr. Right,FCW,2016,"[35, 10749]",345664,en,Mr. Right,2.159,2015-07-28,3.4,5,tt3812348,Mr. Right,2015,79.0,Comedy
Mr. Right,FCW,2016,"[35, 28, 10749]",333385,en,Mr. Right,9.41,2016-04-08,6.4,741,tt2091935,Mr. Right,2015,95.0,"Action,Comedy,Romance"
Mr. Right,FCW,2016,"[35, 28, 10749]",333385,en,Mr. Right,9.41,2016-04-08,6.4,741,tt3812348,Mr. Right,2015,79.0,Comedy
Phantom Boy,GK,2016,"[16, 14, 9648]",356161,fr,Phantom Boy,1.884,2016-07-15,7.0,22,tt1856057,Phantom Boy,2015,84.0,"Action,Adventure,Animation"
Last Cab to Darwin,FRun,2016,"[35, 18, 10749]",337958,en,Last Cab to Darwin,1.913,2016-01-10,7.1,30,tt3680410,Last Cab to Darwin,2015,123.0,"Comedy,Drama,Romance"
Anesthesia,IFC,2016,"[18, 53]",277710,en,Anesthesia,4.145,2016-01-08,5.8,61,tt3317208,Anesthesia,2015,90.0,"Crime,Drama,Thriller"
Anesthesia,IFC,2016,"[18, 53]",277710,en,Anesthesia,4.145,2016-01-08,5.8,61,tt3317208,Anesthesia,2015,90.0,"Crime,Drama,Thriller"
"Rio, I Love You",Scre.,2016,"[18, 10749]",211166,pt,"Rio, Eu Te Amo",3.3,2014-10-10,5.2,27,tt1456606,"Rio, I Love You",2014,110.0,"Comedy,Drama,Fantasy"
Valley of Love,Strand,2016,[18],337107,fr,Valley of Love,4.377,2016-03-03,5.9,44,tt4120210,Valley of Love,2015,91.0,Drama
Valley of Love,Strand,2016,[18],337107,fr,Valley of Love,4.377,2016-03-03,5.9,44,tt4120210,Valley of Love,2015,91.0,Drama
Chevalier,Strand,2016,"[18, 35]",314220,el,Chevalier,3.633,2016-05-27,5.9,38,tt3526706,Chevalier,2015,105.0,"Comedy,Drama"
Chevalier,Strand,2016,"[18, 35]",314220,el,Chevalier,3.633,2016-05-27,5.9,38,tt3526706,Chevalier,2015,105.0,"Comedy,Drama"
Evolution,IFC,2016,"[9648, 18, 27]",330770,fr,Évolution,4.208,2015-09-14,6.3,73,tt4291590,Evolution,2015,81.0,"Drama,Mystery,Sci-Fi"
Evolution,IFC,2016,"[9648, 18, 27]",330770,fr,Évolution,4.208,2015-09-14,6.3,73,tt4291590,Evolution,2015,81.0,"Drama,Mystery,Sci-Fi"
Lolo,FR,2016,[35],341392,fr,Lolo,6.745,2016-03-11,5.3,213,tt2369069,Lolo,2012,60.0,Documentary
Lolo,FR,2016,[35],341392,fr,Lolo,6.745,2016-03-11,5.3,213,tt4085944,Lolo,2015,99.0,Comedy
Term Life,FCW,2016,"[53, 80]",257440,en,Term Life,7.443,2016-04-29,5.9,138,tt2978102,Term Life,2016,93.0,"Crime,Drama,Thriller"
The Sea of Trees,A24,2016,[18],291351,en,The Sea of Trees,8.148,2016-08-26,6.3,246,tt3450900,The Sea of Trees,2015,110.0,"Drama,Fantasy,Mystery"
The Sea of Trees,A24,2016,[18],291351,en,The Sea of Trees,8.148,2016-08-26,6.3,246,tt3450900,The Sea of Trees,2015,110.0,"Drama,Fantasy,Mystery"
Colonia,Scre.,2016,"[53, 18, 10749, 36, 9648]",318781,en,Colonia,10.137,2016-04-15,7.4,1103,tt4005402,Colonia,2015,106.0,"Drama,Romance,Thriller"
The Ones Below,Magn.,2016,[53],356842,en,The Ones Below,6.544,2016-05-27,5.9,175,tt4126438,The Ones Below,2015,87.0,"Drama,Thriller"
Don't Call Me Son,Zeit.,2016,[18],382455,pt,Mãe Só Há Uma,3.29,2016-11-02,6.4,26,tt5452964,Don't Call Me Son,2016,82.0,Drama
Jeruzalem,EpicPics,2016,[27],339547,en,Jeruzalem,6.623,2016-01-22,4.5,200,tt4552524,Jeruzalem,2015,94.0,Horror
Chronic,MR,2016,[18],337104,en,Chronic,3.504,2015-10-21,5.4,28,tt3850496,Chronic,2015,93.0,Drama
Chronic,MR,2016,[18],337104,en,Chronic,3.504,2015-10-21,5.4,28,tt7000030,Chronic,2017,89.0,Drama
Chronic,MR,2016,[18],337104,en,Chronic,3.504,2015-10-21,5.4,28,tt3850496,Chronic,2015,93.0,Drama
Chronic,MR,2016,[18],337104,en,Chronic,3.504,2015-10-21,5.4,28,tt7000030,Chronic,2017,89.0,Drama
Magnus,FR,2016,[99],390409,no,Magnus,1.873,2016-04-14,7.0,21,tt5471480,Magnus,2016,78.0,Documentary
The Last King,Magn.,2016,"[28, 12, 18, 36]",360249,no,Birkebeinerne,7.472,2016-06-17,5.6,114,tt4738360,The Last King,2016,99.0,"Action,Adventure,Drama"
Mojave,A24,2016,[53],237584,en,Mojave,5.951,2015-04-18,4.9,61,tt2322517,Mojave,2015,93.0,"Drama,Thriller"
The Other Side,FM,2016,"[18, 27, 53]",316010,en,The Other Side,0.6,2014-10-25,3.0,2,tt1740822,The Other Side,2011,105.0,Crime
The Other Side,FM,2016,"[18, 27, 53]",316010,en,The Other Side,0.6,2014-10-25,3.0,2,tt2921338,The Other Side,2014,103.0,"Drama,Horror,Thriller"
The Other Side,FM,2016,"[18, 27, 53]",316010,en,The Other Side,0.6,2014-10-25,3.0,2,tt3058792,The Other Side,2012,68.0,"Documentary,Family"
The Other Side,FM,2016,"[18, 27, 53]",316010,en,The Other Side,0.6,2014-10-25,3.0,2,tt3527966,The Other Side,2014,85.0,Thriller
The Other Side,FM,2016,"[18, 27, 53]",316010,en,The Other Side,0.6,2014-10-25,3.0,2,tt4280102,The Other Side,2014,19.0,"Biography,Documentary"
The Other Side,FM,2016,"[18, 27, 53]",316010,en,The Other Side,0.6,2014-10-25,3.0,2,tt4610244,The Other Side,2015,92.0,"Documentary,Drama"
The Other Side,FM,2016,"[18, 27, 53]",316010,en,The Other Side,0.6,2014-10-25,3.0,2,tt5335244,The Other Side,2018,138.0,"Comedy,Drama,Romance"
The Other Side,FM,2016,"[18, 27, 53]",316010,en,The Other Side,0.6,2014-10-25,3.0,2,tt9000546,The Other Side,2018,100.0,"Horror,Mystery,Thriller"
They Will Have to Kill Us First,BBC,2016,"[10402, 99]",324322,fr,They Will Have to Kill Us First,0.6,2015-08-04,5.0,1,tt4333662,They Will Have to Kill Us First,2015,100.0,Documentary
Search Party,FCW,2016,[35],239568,en,Search Party,6.167,2016-05-13,5.2,92,tt2758904,Search Party,2014,93.0,"Adventure,Comedy"
Satanic,Magn.,2016,[27],400411,en,Satanic,6.403,2016-07-01,4.0,241,tt4796122,Satanic,2016,85.0,Horror
The Fate of the Furious,Uni.,2017,"[28, 80, 53]",337339,en,The Fate of the Furious,28.668,2017-04-14,6.9,6335,tt4630562,The Fate of the Furious,2017,136.0,"Action,Crime,Thriller"
Despicable Me 3,Uni.,2017,"[28, 16, 35, 10751, 12]",324852,en,Despicable Me 3,16.407,2017-06-30,6.3,4106,tt3469046,Despicable Me 3,2017,89.0,"Adventure,Animation,Comedy"
Jumanji: Welcome to the Jungle,Sony,2017,"[28, 12, 35, 14]",353486,en,Jumanji: Welcome to the Jungle,20.395,2017-12-20,6.7,7213,tt2283362,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy"
Jumanji: Welcome to the Jungle,Sony,2017,"[28, 12, 35, 14]",353486,en,Jumanji: Welcome to the Jungle,20.395,2017-12-20,6.7,7213,tt2283362,Jumanji: Welcome to the Jungle,2017,119.0,"Action,Adventure,Comedy"
Spider-Man: Homecoming,Sony,2017,"[28, 12, 878, 18]",315635,en,Spider-Man: Homecoming,46.775,2017-07-07,7.4,11585,tt2250912,Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,BV,2017,"[28, 12, 35, 878]",283995,en,Guardians of the Galaxy Vol. 2,40.228,2017-05-05,7.7,12535,tt3896198,Guardians of the Galaxy Vol. 2,2017,136.0,"Action,Adventure,Comedy"
Thor: Ragnarok,BV,2017,"[28, 12, 35, 14]",284053,en,Thor: Ragnarok,43.45,2017-11-03,7.5,11380,tt3501632,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy"
Thor: Ragnarok,BV,2017,"[28, 12, 35, 14]",284053,en,Thor: Ragnarok,43.45,2017-11-03,7.5,11380,tt3501632,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy"
Wonder Woman,WB,2017,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,5.9,34,tt0451279,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy"
Wonder Woman,WB,2017,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,5.9,34,tt4028068,Wonder Woman,2014,60.0,Sci-Fi
Wonder Woman,WB,2017,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,5.9,34,tt4283448,Wonder Woman,2016,75.0,"Documentary,Drama,Sport"
Wonder Woman,WB,2017,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618,2017-06-02,7.3,12566,tt0451279,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy"
Wonder Woman,WB,2017,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618,2017-06-02,7.3,12566,tt4028068,Wonder Woman,2014,60.0,Sci-Fi
Wonder Woman,WB,2017,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618,2017-06-02,7.3,12566,tt4283448,Wonder Woman,2016,75.0,"Documentary,Drama,Sport"
Coco,BV,2017,"[16, 10751, 35, 12, 14]",354912,en,Coco,25.961,2017-11-22,8.2,8669,tt2380307,Coco,2017,105.0,"Adventure,Animation,Comedy"
Coco,BV,2017,"[16, 10751, 35, 12, 14]",354912,en,Coco,25.961,2017-11-22,8.2,8669,tt7002100,Coco,2017,98.0,Horror
Coco,BV,2017,"[16, 10751, 35, 12, 14]",354912,en,Coco,25.961,2017-11-22,8.2,8669,tt2380307,Coco,2017,105.0,"Adventure,Animation,Comedy"
Coco,BV,2017,"[16, 10751, 35, 12, 14]",354912,en,Coco,25.961,2017-11-22,8.2,8669,tt7002100,Coco,2017,98.0,Horror
Pirates of the Caribbean: Dead Men Tell No Tales,BV,2017,"[12, 28, 14, 35]",166426,en,Pirates of the Caribbean: Dead Men Tell No Tales,28.101,2017-05-26,6.6,6931,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,"Action,Adventure,Fantasy"
It,WB (NL),2017,"[27, 53]",346364,en,It,13.966,2017-09-08,7.2,10931,tt1396484,It,2017,135.0,"Horror,Thriller"
It,WB (NL),2017,"[27, 53]",346364,en,It,13.966,2017-09-08,7.2,10931,tt1396484,It,2017,135.0,"Horror,Thriller"
Justice League,WB,2017,"[28, 12, 14, 878]",141052,en,Justice League,34.953,2017-11-17,6.2,7510,tt0974015,Justice League,2017,120.0,"Action,Adventure,Fantasy"
Justice League,WB,2017,"[28, 12, 14, 878]",141052,en,Justice League,34.953,2017-11-17,6.2,7510,tt0974015,Justice League,2017,120.0,"Action,Adventure,Fantasy"
Transformers: The Last Knight,Par.,2017,"[28, 878, 53, 12]",335988,en,Transformers: The Last Knight,24.258,2017-06-21,6.0,3255,tt3371366,Transformers: The Last Knight,2017,154.0,"Action,Adventure,Sci-Fi"
Kong: Skull Island,WB,2017,"[28, 12, 14]",293167,en,Kong: Skull Island,29.388,2017-03-10,6.3,6054,tt3731562,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy"
The Boss Baby,Fox,2017,"[16, 35, 10751]",295693,en,The Boss Baby,7.445,2017-03-31,6.4,4314,tt3874544,The Boss Baby,2017,97.0,"Adventure,Animation,Comedy"
Dunkirk,WB,2017,"[10752, 28, 18]",374720,en,Dunkirk,24.358,2017-07-19,7.4,9156,tt5013056,Dunkirk,2017,106.0,"Action,Drama,History"
War for the Planet of the Apes,Fox,2017,"[18, 878, 10752]",281338,en,War for the Planet of the Apes,23.445,2017-07-14,7.0,5235,tt3450958,War for the Planet of the Apes,2017,140.0,"Action,Adventure,Drama"
The Greatest Showman,Fox,2017,[18],316029,en,The Greatest Showman,22.009,2017-12-20,8.0,5197,tt1485796,The Greatest Showman,2017,105.0,"Biography,Drama,Musical"
The Greatest Showman,Fox,2017,[18],316029,en,The Greatest Showman,22.009,2017-12-20,8.0,5197,tt1485796,The Greatest Showman,2017,105.0,"Biography,Drama,Musical"
Kingsman: The Golden Circle,Fox,2017,"[28, 12, 35]",343668,en,Kingsman: The Golden Circle,24.337,2017-09-22,7.0,5531,tt4649466,Kingsman: The Golden Circle,2017,141.0,"Action,Adventure,Comedy"
Cars 3,BV,2017,"[12, 16, 35, 10751]",260514,en,Cars 3,18.427,2017-06-16,6.7,2596,tt3606752,Cars 3,2017,102.0,"Adventure,Animation,Comedy"
Fifty Shades Darker,Uni.,2017,"[18, 10749]",341174,en,Fifty Shades Darker,12.083,2017-02-10,6.1,4489,tt4465564,Fifty Shades Darker,2017,118.0,"Drama,Romance"
The Great Wall,Uni.,2017,"[28, 12, 14]",311324,en,The Great Wall,19.144,2017-02-17,5.8,2775,tt2034800,The Great Wall,2016,103.0,"Action,Adventure,Fantasy"
The Great Wall,Uni.,2017,"[28, 12, 14]",311324,en,The Great Wall,19.144,2017-02-17,5.8,2775,tt7535780,The Great Wall,2017,72.0,Documentary
Resident Evil: The Final Chapter,SGem,2017,"[28, 27, 878]",173897,en,Resident Evil: The Final Chapter,0.844,2017-01-27,5.9,1859,tt2592614,Resident Evil: The Final Chapter,2016,107.0,"Action,Horror,Sci-Fi"
Annabelle: Creation,WB (NL),2017,"[27, 9648, 53]",396422,en,Annabelle: Creation,21.245,2017-08-11,6.5,3141,tt5140878,Annabelle: Creation,2017,109.0,"Horror,Mystery,Thriller"
Wonder,LGF,2017,"[18, 10751]",406997,en,Wonder,20.101,2017-11-17,8.2,3959,tt2543472,Wonder,2017,113.0,"Drama,Family"
Wonder,LGF,2017,"[18, 10751]",406997,en,Wonder,20.101,2017-11-17,8.2,3959,tt2543472,Wonder,2017,113.0,"Drama,Family"
Ferdinand,Fox,2017,"[16, 10751, 12, 35]",364689,en,Ferdinand,19.479,2017-12-15,7.1,1425,tt3411444,Ferdinand,2017,108.0,"Adventure,Animation,Comedy"
Ferdinand,Fox,2017,"[16, 10751, 12, 35]",364689,en,Ferdinand,19.479,2017-12-15,7.1,1425,tt3411444,Ferdinand,2017,108.0,"Adventure,Animation,Comedy"
Split,Uni.,2017,[18],286475,en,Split,0.906,2012-05-24,5.3,2,tt2660118,Split,2016,90.0,"Comedy,Romance,Sport"
Split,Uni.,2017,[18],286475,en,Split,0.906,2012-05-24,5.3,2,tt3315656,Split,2016,127.0,"Drama,Fantasy"
Split,Uni.,2017,[18],286475,en,Split,0.906,2012-05-24,5.3,2,tt4972582,Split,2016,117.0,"Horror,Thriller"
Split,Uni.,2017,[18],286475,en,Split,0.906,2012-05-24,5.3,2,tt5495666,Split,2016,80.0,Drama
Split,Uni.,2017,[18],286475,en,Split,0.906,2012-05-24,5.3,2,tt6147768,Split,2016,123.0,"Action,Drama,Sport"
Split,Uni.,2017,"[27, 53]",381288,en,Split,25.783,2016-09-26,7.2,10375,tt2660118,Split,2016,90.0,"Comedy,Romance,Sport"
Split,Uni.,2017,"[27, 53]",381288,en,Split,25.783,2016-09-26,7.2,10375,tt3315656,Split,2016,127.0,"Drama,Fantasy"
Split,Uni.,2017,"[27, 53]",381288,en,Split,25.783,2016-09-26,7.2,10375,tt4972582,Split,2016,117.0,"Horror,Thriller"
Split,Uni.,2017,"[27, 53]",381288,en,Split,25.783,2016-09-26,7.2,10375,tt5495666,Split,2016,80.0,Drama
Split,Uni.,2017,"[27, 53]",381288,en,Split,25.783,2016-09-26,7.2,10375,tt6147768,Split,2016,123.0,"Action,Drama,Sport"
Split,Uni.,2017,"[14, 18]",358364,en,Split,2.454,2016-04-07,5.0,5,tt2660118,Split,2016,90.0,"Comedy,Romance,Sport"
Split,Uni.,2017,"[14, 18]",358364,en,Split,2.454,2016-04-07,5.0,5,tt3315656,Split,2016,127.0,"Drama,Fantasy"
Split,Uni.,2017,"[14, 18]",358364,en,Split,2.454,2016-04-07,5.0,5,tt4972582,Split,2016,117.0,"Horror,Thriller"
Split,Uni.,2017,"[14, 18]",358364,en,Split,2.454,2016-04-07,5.0,5,tt5495666,Split,2016,80.0,Drama
Split,Uni.,2017,"[14, 18]",358364,en,Split,2.454,2016-04-07,5.0,5,tt6147768,Split,2016,123.0,"Action,Drama,Sport"
Split,Uni.,2017,"[35, 10749]",409583,en,Split,2.029,2016-08-02,4.8,16,tt2660118,Split,2016,90.0,"Comedy,Romance,Sport"
Split,Uni.,2017,"[35, 10749]",409583,en,Split,2.029,2016-08-02,4.8,16,tt3315656,Split,2016,127.0,"Drama,Fantasy"
Split,Uni.,2017,"[35, 10749]",409583,en,Split,2.029,2016-08-02,4.8,16,tt4972582,Split,2016,117.0,"Horror,Thriller"
Split,Uni.,2017,"[35, 10749]",409583,en,Split,2.029,2016-08-02,4.8,16,tt5495666,Split,2016,80.0,Drama
Split,Uni.,2017,"[35, 10749]",409583,en,Split,2.029,2016-08-02,4.8,16,tt6147768,Split,2016,123.0,"Action,Drama,Sport"
Blade Runner 2049,WB,2017,"[878, 28, 53]",335984,en,Blade Runner 2049,48.571,2017-10-06,7.4,6679,tt1856101,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi"
Blade Runner 2049,WB,2017,"[878, 28, 53]",335984,en,Blade Runner 2049,48.571,2017-10-06,7.4,6679,tt1856101,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi"
Get Out,Uni.,2017,"[35, 16]",130627,en,Get Out,0.834,2010-02-01,5.5,8,tt5052448,Get Out,2017,104.0,"Horror,Mystery,Thriller"
Get Out,Uni.,2017,"[9648, 53, 27]",419430,en,Get Out,24.739,2017-02-24,7.5,8760,tt5052448,Get Out,2017,104.0,"Horror,Mystery,Thriller"
Baahubali 2: The Conclusion,GrtIndia,2017,"[28, 18]",350312,te,Baahubali 2: The Conclusion,10.406,2017-04-27,7.0,252,tt4849438,Baahubali 2: The Conclusion,2017,167.0,"Action,Drama"
Alien: Covenant,Fox,2017,"[27, 878, 53]",126889,en,Alien: Covenant,24.651,2017-05-19,5.9,4971,tt2316204,Alien: Covenant,2017,122.0,"Horror,Sci-Fi,Thriller"
Baby Driver,TriS,2017,"[28, 80]",339403,en,Baby Driver,22.895,2017-06-28,7.4,8034,tt3890160,Baby Driver,2017,113.0,"Action,Crime,Drama"
Valerian and the City of a Thousand Planets,STX,2017,"[12, 878, 28]",339964,en,Valerian and the City of a Thousand Planets,24.003,2017-07-21,6.6,4149,tt2239822,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy"
Geostorm,WB,2017,"[28, 878, 53]",274855,en,Geostorm,13.653,2017-10-20,5.8,2246,tt1981128,Geostorm,2017,109.0,"Action,Sci-Fi,Thriller"
Geostorm,WB,2017,"[28, 878, 53]",274855,en,Geostorm,13.653,2017-10-20,5.8,2246,tt1981128,Geostorm,2017,109.0,"Action,Sci-Fi,Thriller"
The Emoji Movie,Sony,2017,"[16, 10751, 35]",378236,en,The Emoji Movie,14.88,2017-07-23,5.4,1447,tt4877122,The Emoji Movie,2017,86.0,"Adventure,Animation,Comedy"
A Dog's Purpose,Uni.,2017,"[35, 18, 10751, 14]",381289,en,A Dog's Purpose,9.854,2017-01-27,7.2,1484,tt1753383,A Dog's Purpose,2017,100.0,"Adventure,Comedy,Drama"
Smurfs: The Lost Village,Sony,2017,"[12, 16, 35, 10751]",137116,en,Smurfs: The Lost Village,15.663,2017-04-07,6.2,736,tt2398241,Smurfs: The Lost Village,2017,90.0,"Adventure,Animation,Comedy"
The Shape of Water,FoxS,2017,"[18, 14, 10749]",399055,en,The Shape of Water,22.025,2017-12-01,7.2,7224,tt5580390,The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy"
The Shape of Water,FoxS,2017,"[18, 14, 10749]",399055,en,The Shape of Water,22.025,2017-12-01,7.2,7224,tt5580390,The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy"
Pitch Perfect 3,Uni.,2017,"[35, 10402]",353616,en,Pitch Perfect 3,14.89,2017-12-22,6.5,1884,tt4765284,Pitch Perfect 3,2017,93.0,"Comedy,Music"
Pitch Perfect 3,Uni.,2017,"[35, 10402]",353616,en,Pitch Perfect 3,14.89,2017-12-22,6.5,1884,tt4765284,Pitch Perfect 3,2017,93.0,"Comedy,Music"
The Post,Fox,2017,"[18, 36]",446354,en,The Post,15.551,2017-12-22,7.0,2506,tt6294822,The Post,2017,116.0,"Biography,Drama,History"
The Post,Fox,2017,"[18, 36]",446354,en,The Post,15.551,2017-12-22,7.0,2506,tt6294822,The Post,2017,116.0,"Biography,Drama,History"
Baywatch,Par.,2017,"[28, 35]",339846,en,Baywatch,14.429,2017-05-26,6.1,4748,tt1469304,Baywatch,2017,116.0,"Action,Comedy,Crime"
The Hitman's Bodyguard,LG/S,2017,"[28, 35]",390043,en,The Hitman's Bodyguard,21.46,2017-08-18,6.7,3017,tt1959563,The Hitman's Bodyguard,2017,118.0,"Action,Comedy,Thriller"
"Three Billboards Outside Ebbing, Missouri",FoxS,2017,"[80, 18]",359940,en,"Three Billboards Outside Ebbing, Missouri",17.808,2017-11-10,8.2,5432,tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,115.0,"Crime,Drama"
"Three Billboards Outside Ebbing, Missouri",FoxS,2017,"[80, 18]",359940,en,"Three Billboards Outside Ebbing, Missouri",17.808,2017-11-10,8.2,5432,tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,115.0,"Crime,Drama"
Darkest Hour,Focus,2017,"[18, 36]",399404,en,Darkest Hour,15.331,2017-11-22,7.3,2715,tt4555426,Darkest Hour,2017,125.0,"Biography,Drama,History"
Darkest Hour,Focus,2017,"[18, 36]",399404,en,Darkest Hour,15.331,2017-11-22,7.3,2715,tt4555426,Darkest Hour,2017,125.0,"Biography,Drama,History"
King Arthur: Legend of the Sword,WB,2017,"[28, 18, 14]",274857,en,King Arthur: Legend of the Sword,21.793,2017-05-12,6.5,3305,tt1972591,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama"
The Foreigner,STX,2017,"[28, 53, 18]",379149,en,The Foreigner,14.616,2017-10-13,6.7,1086,tt1615160,The Foreigner,2017,113.0,"Action,Thriller"
The Foreigner,STX,2017,"[28, 53, 18]",379149,en,The Foreigner,14.616,2017-10-13,6.7,1086,tt2133340,The Foreigner,2011,145.0,Action
The Foreigner,STX,2017,"[28, 53, 18]",379149,en,The Foreigner,14.616,2017-10-13,6.7,1086,tt2170623,The Foreigner,2012,100.0,"Comedy,Romance"
The Foreigner,STX,2017,"[28, 53, 18]",379149,en,The Foreigner,14.616,2017-10-13,6.7,1086,tt1615160,The Foreigner,2017,113.0,"Action,Thriller"
The Foreigner,STX,2017,"[28, 53, 18]",379149,en,The Foreigner,14.616,2017-10-13,6.7,1086,tt2133340,The Foreigner,2011,145.0,Action
The Foreigner,STX,2017,"[28, 53, 18]",379149,en,The Foreigner,14.616,2017-10-13,6.7,1086,tt2170623,The Foreigner,2012,100.0,"Comedy,Romance"
Girls Trip,Uni.,2017,[35],417870,en,Girls Trip,8.589,2017-07-21,6.8,968,tt3564472,Girls Trip,2017,122.0,"Comedy,Drama"
American Made,Uni.,2017,"[28, 80]",337170,en,American Made,16.748,2017-09-29,6.7,2188,tt3532216,American Made,2017,115.0,"Action,Biography,Comedy"
American Made,Uni.,2017,"[28, 80]",337170,en,American Made,16.748,2017-09-29,6.7,2188,tt3532216,American Made,2017,115.0,"Action,Biography,Comedy"
A Bad Moms Christmas,STX,2017,[35],431530,en,A Bad Moms Christmas,16.604,2017-11-01,6.3,1044,tt6359956,A Bad Moms Christmas,2017,104.0,"Adventure,Comedy"
A Bad Moms Christmas,STX,2017,[35],431530,en,A Bad Moms Christmas,16.604,2017-11-01,6.3,1044,tt6359956,A Bad Moms Christmas,2017,104.0,"Adventure,Comedy"
Captain Underpants: The First Epic Movie,Fox,2017,"[28, 16, 35, 10751]",268531,en,Captain Underpants: The First Epic Movie,18.31,2017-06-02,6.0,587,tt2091256,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy"
Happy Death Day,Uni.,2017,"[27, 9648, 53]",440021,en,Happy Death Day,21.23,2017-10-13,6.6,3211,tt5308322,Happy Death Day,2017,96.0,"Horror,Mystery,Thriller"
The Dark Tower,Sony,2017,"[28, 14, 878, 37, 27]",353491,en,The Dark Tower,15.517,2017-08-04,5.6,2842,tt1648190,The Dark Tower,2017,95.0,"Action,Adventure,Fantasy"
Jigsaw,LGF,2017,"[80, 27, 9648, 53]",298250,en,Jigsaw,17.398,2017-10-27,6.1,1887,tt3348730,Jigsaw,2017,92.0,"Crime,Horror,Mystery"
Atomic Blonde,Focus,2017,"[28, 9648, 53]",341013,en,Atomic Blonde,21.662,2017-07-28,6.3,3645,tt2406566,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller"
