title,studio,year,genre_ids,id,original_language,original_title,popularity,release_date,vote_average,vote_count,movie_id,primary_title,start_year,runtime_minutes,genres
Jonah Hex,WB,2010,"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,13.467,2010-06-18,4.6,708,tt1075747,Jonah Hex,2010,81.0,"Action,Drama,Fantasy"
Cyrus,FoxS,2010,"[35, 18, 10749]",39053,en,Cyrus,7.735,2010-06-18,6.0,201,tt1327709,Cyrus,2010,87.0,"Crime,Horror,Mystery"
Cyrus,FoxS,2010,"[35, 18, 10749]",39053,en,Cyrus,7.735,2010-06-18,6.0,201,tt1336617,Cyrus,2010,91.0,"Comedy,Drama,Romance"
Conviction,FoxS,2010,[18],45094,en,Conviction,7.51,2010-10-15,7.2,297,tt1244754,Conviction,2010,107.0,"Biography,Crime,Drama"
Stone,Over.,2010,"[18, 53]",44113,en,Stone,8.401,2010-10-22,5.2,334,tt1423995,Stone,2010,105.0,"Drama,Thriller"
Stone,Over.,2010,"[18, 53]",44113,en,Stone,8.401,2010-10-22,5.2,334,tt2355884,Stone,2012,114.0,"Action,Sci-Fi"
Never Let Me Go,FoxS,2010,"[18, 10749, 878]",42188,en,Never Let Me Go,10.012,2010-09-15,6.8,1294,tt1334260,Never Let Me Go,2010,103.0,"Drama,Romance,Sci-Fi"
MacGruber,Uni.,2010,"[28, 12, 35]",37931,en,MacGruber,7.666,2010-05-21,5.3,270,tt1470023,MacGruber,2010,90.0,"Action,Comedy,Romance"
Inside Job,SPC,2010,[99],44639,en,Inside Job,9.514,2010-10-08,7.8,466,tt1645089,Inside Job,2010,109.0,"Crime,Documentary"
The Joneses,RAtt.,2010,"[35, 18]",41479,en,The Joneses,6.424,2010-04-16,6.2,312,tt1152830,The Joneses,2011,117.0,"Comedy,Drama"
The Joneses,RAtt.,2010,"[35, 18]",41479,en,The Joneses,6.424,2010-04-16,6.2,312,tt4360484,The Joneses,2016,80.0,"Biography,Documentary"
The Joneses,RAtt.,2010,[99],392180,en,The Joneses,0.634,2016-04-28,6.0,1,tt1152830,The Joneses,2011,117.0,"Comedy,Drama"
The Joneses,RAtt.,2010,[99],392180,en,The Joneses,0.634,2016-04-28,6.0,1,tt4360484,The Joneses,2016,80.0,"Biography,Documentary"
Centurion,Magn.,2010,"[12, 28, 18]",23759,en,Centurion,13.548,2010-02-15,6.1,673,tt1020558,Centurion,2010,97.0,"Action,Adventure,Drama"
Animal Kingdom,SPC,2010,"[18, 53, 80, 9648]",44629,en,Animal Kingdom,10.188,2010-08-13,6.8,399,tt1313092,Animal Kingdom,2010,113.0,"Crime,Drama"
Animal Kingdom,SPC,2010,"[18, 53, 80, 9648]",44629,en,Animal Kingdom,10.188,2010-08-13,6.8,399,tt7016298,Animal Kingdom,2017,121.0,"Drama,Fantasy,Horror"
It's Kind of a Funny Story,Focus,2010,"[35, 18]",43923,en,It's Kind of a Funny Story,10.01,2010-10-08,7.0,1324,tt0804497,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance"
Greenberg,Focus,2010,"[35, 18, 10749]",27583,en,Greenberg,7.57,2010-03-26,5.9,280,tt1234654,Greenberg,2010,107.0,"Comedy,Drama,Romance"
Exit Through the Gift Shop,PDA,2010,[99],39452,en,Exit Through the Gift Shop,8.696,2010-01-24,7.7,467,tt1587707,Exit Through the Gift Shop,2010,87.0,"Comedy,Crime,Documentary"
Rabbit Hole,LGF,2010,[18],27585,en,Rabbit Hole,9.389,2010-12-16,6.8,292,tt0935075,Rabbit Hole,2010,91.0,Drama
The Runaways,App.,2010,"[18, 10402]",27586,en,The Runaways,8.19,2010-03-19,6.4,448,tt1017451,The Runaways,2010,106.0,"Biography,Drama,Music"
The Runaways,App.,2010,"[18, 10402]",27586,en,The Runaways,8.19,2010-03-19,6.4,448,tt6168914,The Runaways,2019,108.0,Adventure
Four Lions,Drft.,2010,"[35, 80, 18]",37495,en,Four Lions,9.968,2010-11-05,7.0,621,tt1341167,Four Lions,2010,97.0,"Comedy,Crime,Drama"
Please Give,SPC,2010,"[35, 18]",40247,en,Please Give,5.945,2010-01-22,6.3,81,tt0878835,Please Give,2010,87.0,"Comedy,Drama"
Monsters,Magn.,2010,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,6.2,848,tt1470827,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller"
Monsters,Magn.,2010,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,6.2,848,tt2620288,Monsters,2013,45.0,"Documentary,Drama,History"
Monsters,Magn.,2010,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,6.2,848,tt8254042,Monsters,2018,97.0,"Drama,Thriller"
Monsters,Magn.,2010,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,7.4,5,tt1470827,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller"
Monsters,Magn.,2010,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,7.4,5,tt2620288,Monsters,2013,45.0,"Documentary,Drama,History"
Monsters,Magn.,2010,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,7.4,5,tt8254042,Monsters,2018,97.0,"Drama,Thriller"
Rare Exports: A Christmas Tale,Osci.,2010,[14],48395,fi,Rare Exports,5.704,2010-12-03,6.5,233,tt1401143,Rare Exports: A Christmas Tale,2010,84.0,"Adventure,Fantasy,Horror"
The Killer Inside Me,IFC,2010,"[80, 18, 53]",37414,en,The Killer Inside Me,7.087,2010-04-27,5.9,304,tt0954947,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror"
Catfish,Rog.,2010,[99],42296,en,Catfish,7.172,2010-09-17,6.8,284,tt1584016,Catfish,2010,87.0,"Documentary,Drama,Mystery"
Wild Target,Free,2010,"[28, 35]",44147,en,Wild Target,9.355,2010-10-29,6.4,356,tt1235189,Wild Target,2010,98.0,"Action,Comedy,Crime"
Kites,Relbig.,2010,"[18, 28, 10749]",37737,hi,Kites,6.058,2010-05-21,5.8,67,tt1198101,Kites,2010,123.0,"Action,Drama,Romance"
Letters to God,Viv.,2010,"[18, 10751]",35691,en,Letters to God,4.242,2010-04-09,6.9,71,tt1462054,Letters to God,2010,110.0,"Drama,Family"
Twelve,Hann.,2010,"[53, 18, 28, 80]",40720,en,Twelve,8.46,2010-07-30,5.9,147,tt1407084,Twelve,2010,93.0,"Action,Crime,Drama"
Twelve,Hann.,2010,"[53, 18, 28, 80]",40720,en,Twelve,8.46,2010-07-30,5.9,147,tt7033498,Twelve,2019,92.0,"Family,Sport"
Flipped,WB,2010,"[10749, 18]",43949,en,Flipped,9.781,2010-08-06,7.4,859,tt0817177,Flipped,2010,90.0,"Comedy,Drama,Romance"
Flipped,WB,2010,"[10749, 18]",43949,en,Flipped,9.781,2010-08-06,7.4,859,tt2388050,Flipped,2015,90.0,"Drama,Thriller"
Flipped,WB,2010,"[18, 53]",380018,en,Flipped,0.962,2015-12-15,7.0,2,tt0817177,Flipped,2010,90.0,"Comedy,Drama,Romance"
Flipped,WB,2010,"[18, 53]",380018,en,Flipped,0.962,2015-12-15,7.0,2,tt2388050,Flipped,2015,90.0,"Drama,Thriller"
Guzaarish,UTV,2010,"[18, 10749]",41518,hi,Guzaarish,5.919,2010-11-19,7.6,52,tt1438298,Guzaarish,2010,126.0,Drama
Anjaana Anjaani,Eros,2010,"[35, 18, 10402, 10749]",44566,hi,Anjaana Anjaani,4.265,2010-10-01,6.1,47,tt1499201,Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical"
Restrepo,NGE,2010,"[99, 10752]",39312,en,Restrepo,7.119,2010-06-25,7.5,188,tt1559549,Restrepo,2010,93.0,"Documentary,War"
Howl,Osci.,2010,[18],38568,en,Howl,7.12,2010-09-24,6.8,100,tt1049402,Howl,2010,84.0,"Biography,Drama,Romance"
Howl,Osci.,2010,[18],38568,en,Howl,7.12,2010-09-24,6.8,100,tt2393827,Howl,2015,89.0,"Action,Fantasy,Horror"
Casino Jack,ATO,2010,"[80, 35, 18]",45324,en,Casino Jack,9.432,2010-12-17,6.1,149,tt1194417,Casino Jack,2010,108.0,"Biography,Comedy,Crime"
Khatta Meetha,Eros,2010,"[35, 18]",44565,hi,Khatta Meetha,4.677,2010-07-23,4.9,21,tt1455811,Khatta Meetha,2010,157.0,"Comedy,Crime,Drama"
All Good Things,Magn.,2010,"[18, 9648, 53, 80, 10749]",46503,en,All Good Things,7.871,2010-12-03,6.0,493,tt1175709,All Good Things,2010,101.0,"Crime,Drama,Mystery"
Jack Goes Boating,Over.,2010,"[35, 18, 10749]",43943,en,Jack Goes Boating,4.587,2010-09-23,6.1,57,tt1278379,Jack Goes Boating,2010,91.0,"Drama,Romance"
Holy Rollers,FInd.,2010,"[80, 18, 53]",45022,en,Holy Rollers,2.992,2010-05-21,5.9,43,tt1143896,Holy Rollers,2010,89.0,"Biography,Crime,Drama"
I Spit on Your Grave,Anch.,2010,"[53, 80, 27]",43947,en,I Spit on Your Grave,13.102,2010-10-08,6.3,977,tt1242432,I Spit on Your Grave,2010,108.0,"Horror,Thriller"
I'm Still Here,Magn.,2010,"[10402, 35, 18]",43939,en,I'm Still Here,6.386,2010-09-10,6.0,179,tt1356864,I'm Still Here,2010,108.0,"Comedy,Drama,Music"
I'm Still Here,Magn.,2010,"[10402, 35, 18]",43939,en,I'm Still Here,6.386,2010-09-10,6.0,179,tt2636364,I'm Still Here,2013,120.0,"Drama,Romance,Thriller"
The Extra Man,Magn.,2010,[35],47088,en,The Extra Man,5.056,2010-08-01,5.9,46,tt1361313,The Extra Man,2010,108.0,Comedy
Tiny Furniture,IFC,2010,"[10749, 35, 18]",47607,en,Tiny Furniture,6.695,2010-11-12,5.9,82,tt1570989,Tiny Furniture,2010,98.0,"Comedy,Drama,Romance"
The Tempest,Mira.,2010,"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,5.8,52,tt1274300,The Tempest,2010,110.0,"Comedy,Drama,Fantasy"
The Tempest,Mira.,2010,"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,5.8,52,tt1683003,The Tempest,2010,131.0,Drama
The Tempest,Mira.,2010,"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,5.8,52,tt3840898,The Tempest,2014,169.0,"Comedy,Drama"
Red Hill,Strand,2010,"[28, 53, 37]",45569,en,Red Hill,6.269,2010-11-05,6.1,79,tt1530983,Red Hill,2010,95.0,"Thriller,Western"
Welcome to the Rileys,Gold.,2010,[18],31007,en,Welcome to the Rileys,8.348,2010-10-29,6.5,241,tt1183923,Welcome to the Rileys,2010,110.0,Drama
The Girl on the Train,Strand,2010,[53],241261,en,The Girl on the Train,1.595,2014-07-03,5.9,25,tt2387589,The Girl on the Train,2013,80.0,Thriller
The Girl on the Train,Strand,2010,[53],241261,en,The Girl on the Train,1.595,2014-07-03,5.9,25,tt3631112,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery"
The Girl on the Train,Strand,2010,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,tt2387589,The Girl on the Train,2013,80.0,Thriller
The Girl on the Train,Strand,2010,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,tt3631112,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery"
The Girl on the Train,Strand,2010,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,tt2387589,The Girl on the Train,2013,80.0,Thriller
The Girl on the Train,Strand,2010,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,tt3631112,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery"
Karthik Calling Karthik,Eros,2010,"[18, 10749, 53]",34764,hi,Karthik Calling Karthik,2.485,2010-02-26,6.0,40,tt1373156,Karthik Calling Karthik,2010,135.0,"Drama,Mystery,Thriller"
Waste Land,Arth.,2010,[99],46689,en,Waste Land,3.707,2010-01-24,7.7,51,tt1268204,Waste Land,2010,99.0,Documentary
Waste Land,Arth.,2010,[99],46689,en,Waste Land,3.707,2010-01-24,7.7,51,tt2294939,Waste Land,2014,97.0,"Drama,Thriller"
Client 9: The Rise and Fall of Eliot Spitzer,Magn.,2010,[99],45274,en,Client 9: The Rise and Fall of Eliot Spitzer,3.107,2010-11-05,6.4,18,tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,2010,117.0,Documentary
Casino Jack and the United States of Money,Magn.,2010,[99],44999,en,Casino Jack and the United States of Money,1.428,2010-05-09,7.2,21,tt1540814,Casino Jack and the United States of Money,2010,118.0,Documentary
The Romantics,FOAK,2010,"[35, 18, 10749]",41556,en,The Romantics,7.676,2010-09-10,4.9,145,tt1403988,The Romantics,2010,95.0,"Comedy,Drama,Romance"
Celine: Through the Eyes of the World,Sony,2010,"[99, 10402]",37925,en,Celine: Through the Eyes of the World,0.989,2010-02-17,5.9,4,tt1570982,Celine: Through the Eyes of the World,2010,120.0,"Documentary,Music"
Freakonomics,Magn.,2010,[99],43942,en,Freakonomics,5.705,2010-10-01,6.6,57,tt1152822,Freakonomics,2010,93.0,Documentary
Inhale,IFC,2010,"[18, 28, 53]",12645,en,Inhale,7.826,2010-10-01,6.1,63,tt1196340,Inhale,2010,83.0,"Drama,Thriller"
The Taqwacores,Strand,2010,"[28, 35, 18]",46062,en,The Taqwacores,0.6,2010-01-24,5.5,2,tt1308165,The Taqwacores,2010,83.0,"Drama,Music"
Cherry,Abr.,2010,"[35, 18, 10749]",47320,en,Cherry,2.969,2010-10-08,6.5,40,tt1315350,Cherry,2010,99.0,"Comedy,Drama"
Transformers: Dark of the Moon,P/DW,2011,"[28, 878, 12]",38356,en,Transformers: Dark of the Moon,5.339,2011-06-28,6.1,4961,tt1399103,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi"
Pirates of the Caribbean: On Stranger Tides,BV,2011,"[12, 28, 14]",1865,en,Pirates of the Caribbean: On Stranger Tides,30.579,2011-05-20,6.4,8571,tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy"
Mission: Impossible - Ghost Protocol,Par.,2011,"[28, 53, 12]",56292,en,Mission: Impossible - Ghost Protocol,18.304,2011-12-21,7.0,6102,tt1229238,Mission: Impossible - Ghost Protocol,2011,132.0,"Action,Adventure,Thriller"
Kung Fu Panda 2,P/DW,2011,"[16, 10751]",49444,en,Kung Fu Panda 2,17.363,2011-05-25,6.7,3628,tt1302011,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation"
Fast Five,Uni.,2011,"[28, 53, 80]",51497,en,Fast Five,2.097,2011-04-28,7.2,4294,tt1596343,Fast Five,2011,130.0,"Action,Crime,Thriller"
The Hangover Part II,WB,2011,[35],45243,en,The Hangover Part II,32.266,2011-05-25,6.4,6231,tt1411697,The Hangover Part II,2011,102.0,"Comedy,Mystery"
The Smurfs,Sony,2011,"[16, 10751, 12, 35, 14]",41513,en,The Smurfs,16.533,2011-07-29,5.6,2112,tt0472181,The Smurfs,2011,103.0,"Adventure,Animation,Comedy"
Cars 2,BV,2011,"[16, 10751, 12, 35]",49013,en,Cars 2,23.498,2011-06-16,5.9,4058,tt1216475,Cars 2,2011,106.0,"Adventure,Animation,Comedy"
Puss in Boots,P/DW,2011,"[28, 12, 16, 10751, 14, 35]",417859,en,Puss in Boots,9.078,2011-10-28,6.3,1422,tt0448694,Puss in Boots,2011,90.0,"Action,Adventure,Animation"
Sherlock Holmes: A Game of Shadows,WB,2011,"[12, 28, 80, 9648]",58574,en,Sherlock Holmes: A Game of Shadows,18.301,2011-12-16,7.1,6380,tt1515091,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime"
Rio,Fox,2011,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,6.6,3730,tt1436562,Rio,2011,96.0,"Adventure,Animation,Comedy"
Rio,Fox,2011,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,6.6,3730,tt2614250,Rio,2012,90.0,Documentary
Rio,Fox,2011,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,6.6,3730,tt5734820,Rio,2017,87.0,Drama
Rise of the Planet of the Apes,Fox,2011,"[53, 28, 18, 878]",61791,en,Rise of the Planet of the Apes,22.995,2011-08-04,7.2,7259,tt1318514,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi"
Thor,Par.,2011,"[12, 14, 28]",10195,en,Thor,38.068,2011-05-06,6.7,12764,tt0800369,Thor,2011,115.0,"Action,Adventure,Fantasy"
The Adventures of Tintin,Par.,2011,"[12, 16, 9648]",17578,en,The Adventures of Tintin,11.981,2011-12-20,6.8,3251,tt0983193,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation"
Captain America: The First Avenger,Par.,2011,"[28, 12, 878]",1771,en,Captain America: The First Avenger,25.808,2011-07-22,6.9,12810,tt0458339,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi"
Alvin and the Chipmunks: Chipwrecked,Fox,2011,"[35, 14, 10751, 10402, 16]",55301,en,Alvin and the Chipmunks: Chipwrecked,12.672,2011-12-16,5.5,1055,tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"Adventure,Animation,Comedy"
Real Steel,BV,2011,"[28, 878, 18]",39254,en,Real Steel,14.811,2011-10-06,6.8,4566,tt0433035,Real Steel,2011,127.0,"Action,Drama,Family"
Bridesmaids,Uni.,2011,"[35, 10749]",55721,en,Bridesmaids,9.805,2011-05-13,6.5,2783,tt1478338,Bridesmaids,2011,125.0,"Comedy,Romance"
Super 8,Par.,2011,"[53, 878, 9648]",37686,en,Super 8,14.39,2011-06-09,6.7,3934,tt1650062,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller"
Rango,Par.,2011,"[16, 35, 10751, 37, 12]",44896,en,Rango,14.462,2011-03-03,6.6,3412,tt1192628,Rango,2011,107.0,"Adventure,Animation,Comedy"
The Green Hornet,Sony,2011,"[28, 80, 35]",40805,en,The Green Hornet,14.501,2011-01-13,5.5,1897,tt0990407,The Green Hornet,2011,119.0,"Action,Comedy,Crime"
Immortals,Rela.,2011,"[14, 28, 18]",37958,en,Immortals,14.774,2011-11-11,5.8,1431,tt1253864,Immortals,2011,110.0,"Action,Drama,Fantasy"
Green Lantern,WB,2011,"[12, 28, 53, 878]",44912,en,Green Lantern,17.257,2011-06-17,5.1,4290,tt1133985,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi"
The Help,BV,2011,[18],50014,en,The Help,12.598,2011-08-10,8.1,3944,tt1454029,The Help,2011,146.0,Drama
Bad Teacher,Sony,2011,[35],52449,en,Bad Teacher,13.549,2011-06-19,5.5,2894,tt1284575,Bad Teacher,2011,92.0,"Comedy,Romance"
Horrible Bosses,WB (NL),2011,"[35, 80]",51540,en,Horrible Bosses,14.058,2011-07-08,6.5,3842,tt1499658,Horrible Bosses,2011,98.0,"Comedy,Crime"
Paranormal Activity 3,Par.,2011,[27],72571,en,Paranormal Activity 3,9.669,2011-10-21,5.9,1197,tt1778304,Paranormal Activity 3,2011,83.0,"Horror,Mystery,Thriller"
Mr. Popper's Penguins,Fox,2011,"[35, 10751]",58224,en,Mr. Popper's Penguins,8.292,2011-06-17,5.8,1554,tt1396218,Mr. Popper's Penguins,2011,94.0,"Comedy,Family,Fantasy"
Hugo,Par.,2011,"[12, 18, 10751]",44826,en,Hugo,12.936,2011-11-23,7.1,4124,tt0970179,Hugo,2011,126.0,"Adventure,Drama,Family"
Hugo,Par.,2011,"[12, 18, 10751]",44826,en,Hugo,12.936,2011-11-23,7.1,4124,tt7496196,Hugo,2017,80.0,Documentary
Hop,Uni.,2011,"[16, 35, 10751]",50359,en,Hop,14.738,2011-04-01,5.6,611,tt1411704,Hop,2011,95.0,"Adventure,Animation,Comedy"
War Horse,BV,2011,"[18, 10752]",57212,en,War Horse,10.378,2011-12-25,7.2,1849,tt1568911,War Horse,2011,146.0,"Drama,History,War"
The Descendants,FoxS,2011,"[35, 18]",65057,en,The Descendants,10.444,2011-11-18,6.8,1522,tt1033575,The Descendants,2011,115.0,"Comedy,Drama"
The Descendants,FoxS,2011,"[35, 18]",65057,en,The Descendants,10.444,2011-11-18,6.8,1522,tt5838908,The Descendants,2015,80.0,Drama
Cowboys & Aliens,Uni.,2011,"[28, 878, 53, 37]",49849,en,Cowboys & Aliens,16.293,2011-07-29,5.5,3110,tt0409847,Cowboys & Aliens,2011,119.0,"Action,Sci-Fi,Thriller"
In Time,Fox,2011,"[28, 53, 878]",49530,en,In Time,18.912,2011-10-28,6.8,6245,tt1637688,In Time,2011,109.0,"Action,Crime,Drama"
Zookeeper,Sony,2011,"[35, 10749, 10751]",38317,en,Zookeeper,10.764,2011-07-08,5.3,886,tt1222817,Zookeeper,2011,102.0,"Comedy,Family,Romance"
The Muppets,BV,2011,"[35, 10751, 10402]",64328,en,The Muppets,11.324,2011-11-23,6.6,831,tt1204342,The Muppets,2011,103.0,"Adventure,Comedy,Family"
Limitless,Rela.,2011,"[53, 9648, 878]",51876,en,Limitless,19.453,2011-03-08,7.1,6295,tt1219289,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller"
Limitless,Rela.,2011,"[53, 9648, 878]",51876,en,Limitless,19.453,2011-03-08,7.1,6295,tt4597838,Limitless,2015,3.0,"Biography,Documentary"
Limitless,Rela.,2011,"[53, 9648, 878]",51876,en,Limitless,19.453,2011-03-08,7.1,6295,tt6084030,Limitless,2017,57.0,Documentary
Johnny English Reborn,Uni.,2011,"[80, 12, 28, 35, 53]",58233,en,Johnny English Reborn,15.542,2011-10-21,6.1,1810,tt1634122,Johnny English Reborn,2011,101.0,"Action,Adventure,Comedy"
Final Destination 5,WB (NL),2011,"[27, 9648]",55779,en,Final Destination 5,13.392,2011-08-12,6.0,1701,tt1622979,Final Destination 5,2011,92.0,Horror
Tower Heist,Uni.,2011,"[28, 35]",59108,en,Tower Heist,12.213,2011-11-04,6.0,1592,tt0471042,Tower Heist,2011,104.0,"Action,Comedy,Crime"
Midnight in Paris,SPC,2011,"[14, 35, 10749]",59436,en,Midnight in Paris,13.171,2011-05-20,7.5,3965,tt10340148,Midnight in Paris,2019,75.0,"Comedy,Documentary,Drama"
Midnight in Paris,SPC,2011,"[14, 35, 10749]",59436,en,Midnight in Paris,13.171,2011-05-20,7.5,3965,tt1605783,Midnight in Paris,2011,94.0,"Comedy,Fantasy,Romance"
Happy Feet Two,WB,2011,"[16, 35, 10751]",65759,en,Happy Feet Two,8.131,2011-11-17,5.9,754,tt1402488,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy"
I Am Number Four,BV,2011,"[28, 53, 878, 12]",46529,en,I Am Number Four,11.555,2011-02-18,6.0,2805,tt1464540,I Am Number Four,2011,111.0,"Action,Adventure,Sci-Fi"
Jack and Jill,Sony,2011,[35],71880,en,Jack and Jill,11.277,2011-11-11,4.1,1124,tt0810913,Jack and Jill,2011,91.0,Comedy
Friends with Benefits,SGem,2011,"[10749, 35]",50544,en,Friends with Benefits,14.019,2011-07-21,6.6,4637,tt1632708,Friends with Benefits,2011,109.0,"Comedy,Romance"
No Strings Attached,Par.,2011,"[35, 10749]",41630,en,No Strings Attached,14.203,2011-01-21,6.2,2612,tt1411238,No Strings Attached,2011,108.0,"Comedy,Romance"
No Strings Attached,Par.,2011,"[35, 10749]",41630,en,No Strings Attached,14.203,2011-01-21,6.2,2612,tt6598256,No Strings Attached,2017,73.0,"Comedy,Drama,Romance"
Arthur Christmas,Sony,2011,"[18, 16, 10751, 35]",51052,en,Arthur Christmas,12.981,2011-11-23,6.7,692,tt1430607,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy"
Source Code,Sum.,2011,"[53, 878, 9648]",45612,en,Source Code,13.495,2011-04-01,7.2,4529,tt0945513,Source Code,2011,93.0,"Action,Drama,Sci-Fi"
"Crazy, Stupid, Love.",WB,2011,"[35, 18, 10749]",50646,en,"Crazy, Stupid, Love.",13.277,2011-07-29,7.2,4585,tt1570728,"Crazy, Stupid, Love.",2011,118.0,"Comedy,Drama,Romance"
New Year's Eve,WB (NL),2011,"[35, 10749]",62838,en,New Year's Eve,11.138,2011-12-09,5.8,1301,tt1598822,New Year's Eve,2011,113.0,"Comedy,Romance"
Contagion,WB,2011,"[18, 53, 878]",39538,en,Contagion,10.444,2011-09-09,6.3,2128,tt1598778,Contagion,2011,106.0,"Action,Drama,Thriller"
The Artist,Wein.,2011,"[18, 35, 10749]",74643,en,The Artist,10.155,2011-10-14,7.4,1787,tt1655442,The Artist,2011,100.0,"Comedy,Drama,Romance"
The Artist,Wein.,2011,"[18, 35, 10749]",74643,en,The Artist,10.155,2011-10-14,7.4,1787,tt1825978,The Artist,2011,100.0,Thriller
The Artist,Wein.,2011,"[18, 35, 10749]",74643,en,The Artist,10.155,2011-10-14,7.4,1787,tt6684818,The Artist,2015,53.0,Mystery
Unknown,WB,2011,"[28, 9648, 53]",48138,en,Unknown,12.08,2011-02-18,6.6,2043,tt1401152,Unknown,2011,113.0,"Action,Mystery,Thriller"
Unknown,WB,2011,"[28, 9648, 53]",48138,en,Unknown,12.08,2011-02-18,6.6,2043,tt2402731,Unknown,2012,96.0,Drama
The Adjustment Bureau,Uni.,2011,"[878, 53, 10749]",38050,en,The Adjustment Bureau,13.717,2011-03-04,6.6,2615,tt1385826,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller"
We Bought a Zoo,Fox,2011,"[18, 35, 10751]",74465,en,We Bought a Zoo,9.931,2011-12-23,6.7,1523,tt1389137,We Bought a Zoo,2011,124.0,"Comedy,Drama,Family"
Water for Elephants,Fox,2011,"[18, 10749]",55787,en,Water for Elephants,6.209,2011-04-22,6.9,1627,tt1067583,Water for Elephants,2011,120.0,"Drama,Romance"
The Iron Lady,Wein.,2011,"[36, 18]",71688,en,The Iron Lady,8.987,2011-12-30,6.4,899,tt1007029,The Iron Lady,2011,105.0,"Biography,Drama"
Moneyball,Sony,2011,[18],60308,en,Moneyball,15.393,2011-09-22,7.1,2255,tt1210166,Moneyball,2011,133.0,"Biography,Drama,Sport"
Sanctum,Uni.,2011,"[28, 53]",48340,en,Sanctum,7.457,2011-02-04,5.9,515,tt0881320,Sanctum,2011,108.0,"Adventure,Drama,Thriller"
Justin Bieber: Never Say Never,Par.,2011,"[99, 10402, 10751]",54518,en,Justin Bieber: Never Say Never,8.602,2011-02-11,5.1,240,tt1702443,Justin Bieber: Never Say Never,2011,105.0,"Documentary,Music"
Paul,Uni.,2011,"[12, 35, 878]",39513,en,Paul,15.234,2011-03-17,6.5,3017,tt1092026,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi"
Paul,Uni.,2011,"[12, 35, 878]",39513,en,Paul,15.234,2011-03-17,6.5,3017,tt5132504,Paul,2016,71.0,Drama
Scream 4,W/Dim.,2011,"[27, 9648]",41446,en,Scream 4,16.082,2011-04-11,6.2,1610,tt1262416,Scream 4,2011,111.0,"Horror,Mystery"
Insidious,FD,2011,"[27, 53]",49018,en,Insidious,16.197,2011-04-01,6.9,3582,tt1591095,Insidious,2010,103.0,"Horror,Mystery,Thriller"
The Rite,WB (NL),2011,"[18, 53, 27]",48171,en,The Rite,9.676,2011-01-28,5.9,994,tt1161864,The Rite,2011,114.0,"Drama,Horror,Mystery"
Dolphin Tale,WB,2011,"[18, 10751]",62837,en,Dolphin Tale,10.679,2011-09-23,6.8,327,tt1564349,Dolphin Tale,2011,113.0,"Drama,Family"
Season of the Witch,Rela.,2011,"[12, 14, 28]",23047,en,Season of the Witch,12.535,2011-01-07,5.3,1352,tt0479997,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy"
